date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:07:46	20474/20474	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:46%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=38	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index25cc.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:47	20460/20460	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:47%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=48	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index71cb.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:47	34732/34732	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:47%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=4	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexf3f0.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:47	20463/20463	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:47%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=24	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexcad6.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:48	25311/25311	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:48%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=30	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index1642.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:48	28252/28252	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:48%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=21	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index181f.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:48	24694/24694	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:48%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=32	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexa4e0.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:48	30658/30658	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:48%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=46	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index8f5f.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:49	20473/20473	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:49%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=22	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexd63f.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:49	20473/20473	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:49%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=39	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index69c4.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:49	20472/20472	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:49%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=25	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index55b7.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:49	29613/29613	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:49%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=2	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index69a4.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:50	37160/37160	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:49%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=3	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index3a50.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:50	20467/20467	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:50%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=26	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexbe33.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:50	23322/23322	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:50%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=23	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index2af6.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:50	20462/20462	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:50%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=13	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index94f3.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:51	20466/20466	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:51%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=17	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index39aa.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:51	20475/20475	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:51%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=33	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index7ddb.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:51	20461/20461	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:51%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=51	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index9b14.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:51	20480/20480	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:51%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=35	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexf8f3.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:51	20474/20474	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:51%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=43	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexcc67.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:52	20474/20474	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:52%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=36	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexb975.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:52	20464/20464	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:52%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=40	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index79fe.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:52	20474/20474	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:52%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=27	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexff97.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:52	20472/20472	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:52%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=41	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index541d.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:53	27125/27125	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:53%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=5	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index2bfb.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:53	23848/23848	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:53%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=49	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index8057.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:53	24320/24320	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:53%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=12	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexde80.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:53	27006/27006	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:53%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=6	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index0d10.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:53	25324/25324	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:53%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=20	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index7e40.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:54	20472/20472	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:54%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=44	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index3104.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:54	20473/20473	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:54%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=52	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index8457.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:54	20477/20477	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:54%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=34	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index2bb5.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:54	27771/27771	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:54%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=18	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index8832.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:55	26011/26011	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:55%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=53	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index06f8.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:55	20472/20472	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:55%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=28	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexd13b.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:55	20467/20467	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:55%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=14	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexc8b8.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:55	40507/40507	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:55%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=9	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexa788.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:56	20464/20464	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:56%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=54	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index9c73.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:56	20478/20478	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:56%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=37	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index4a8c.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:56	24570/24570	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:56%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=11	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexf87c.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:56	20466/20466	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:56%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=31	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index89e1.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:57	20482/20482	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:57%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=50	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index0b2c.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:57	43373/43373	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:57%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=1	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexbdfc.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:57	24317/24317	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:57%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=7	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index0f68.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:58	20473/20473	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:57%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=10	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/index4ad0.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:58	20467/20467	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:58%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=47	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexdc9b.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:58	20462/20462	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:58%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=15	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexf885.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:58	27767/27767	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20Aug%202021%2019:07:58%20GMT	http://biorob2.epfl.ch/pages/projects/index.php?keyword=19	C:/Users/j-wu1/Downloads/test4web/biorob2.epfl.ch/pages/projects/indexfdb8.html	(from http://biorob2.epfl.ch/pages/projects/)
21:07:58	387/387	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Aug%202021%2019:07:59%20GMT	https://biorob.epfl.ch/wp-content/themes/epfl-master/assets/js/navigation.js?ver=20151215	C:/Users/j-wu1/Downloads/test4web/biorob.epfl.ch/wp-content/themes/epfl-master/assets/js/navigation.464a7d.delayed	(from http://biorob2.epfl.ch/pages/projects/)
21:07:59	26290/26290	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Aug%202021%2019:07:59%20GMT	https://www.epfl.ch/labs/biorob/wp-content/themes/epfl-master/assets/js/navigation.js?ver=20151215	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/labs/biorob/wp-content/themes/epfl-master/assets/js/navigation4a7d.js	(from http://biorob2.epfl.ch/pages/projects/)
21:07:59	368/368	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Aug%202021%2019:07:59%20GMT	https://biorob.epfl.ch/wp-content/themes/epfl-master/assets/js/main.js	C:/Users/j-wu1/Downloads/test4web/biorob.epfl.ch/wp-content/themes/epfl-master/assets/js/main.js	(from http://biorob2.epfl.ch/pages/projects/)
21:07:59	26271/26271	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2017%20Aug%202021%2019:07:59%20GMT	https://www.epfl.ch/labs/biorob/wp-content/themes/epfl-master/assets/js/main.js	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/labs/biorob/wp-content/themes/epfl-master/assets/js/main.js	(from http://biorob2.epfl.ch/pages/projects/)
21:07:59	43/43	---M--	200	added ('OK')	image/gif	etag:%227c06-2b%22	https://www.epfl.ch/img/underline.gif	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/underline.gif	(from https://www.epfl.ch/css/epfl.css)
21:08:00	67/67	---M--	200	added ('OK')	image/png	etag:%22c2-43%22	https://www.epfl.ch/img/underline-hover.png	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/underline-hover.png	(from https://www.epfl.ch/css/epfl.css)
21:08:00	20973/20973	---M--	200	added ('OK')	image/png	etag:%227bea-51ed%22	https://www.epfl.ch/img/icons-all.png	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/icons-all.png	(from https://www.epfl.ch/css/epfl.css)
21:08:00	6830/6830	---M--	200	added ('OK')	image/png	etag:%227bee-1aae%22	https://www.epfl.ch/img/icons-plancours.png	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/icons-plancours.png	(from https://www.epfl.ch/css/epfl.css)
21:08:00	1025/1025	---M--	200	added ('OK')	image/png	etag:%227c01-401%22	https://www.epfl.ch/img/sprites-arrow.png	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/sprites-arrow.png	(from https://www.epfl.ch/css/epfl.css)
21:08:01	369/369	---M--	200	added ('OK')	image/png	etag:%227bf2-171%22	https://www.epfl.ch/img/magnifier.png	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/magnifier.png	(from https://www.epfl.ch/css/epfl.css)
21:08:01	904/904	---M--	200	added ('OK')	image/png	etag:%22a1-388%22	https://www.epfl.ch/img/epfl.png	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/epfl.png	(from https://www.epfl.ch/css/epfl.css)
21:08:01	56/56	---M--	200	added ('OK')	image/gif	etag:%2292-38%22	https://www.epfl.ch/img/arrow-menu.gif	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/arrow-menu.gif	(from https://www.epfl.ch/css/epfl.css)
21:08:01	56/56	---M--	200	added ('OK')	image/gif	etag:%2291-38%22	https://www.epfl.ch/img/arrow-menu-on.gif	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/arrow-menu-on.gif	(from https://www.epfl.ch/css/epfl.css)
21:08:01	184/184	---M--	200	added ('OK')	image/png	etag:%227bfd-b8%22	https://www.epfl.ch/img/search.png	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/search.png	(from https://www.epfl.ch/css/epfl.css)
21:08:02	966/966	---M--	200	added ('OK')	image/png	etag:%22bc-3c6%22	https://www.epfl.ch/img/separator.png	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/separator.png	(from https://www.epfl.ch/css/epfl.css)
21:08:02	966/966	---M--	200	added ('OK')	image/png	etag:%227bff-3c6%22	https://www.epfl.ch/img/slash.png	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/slash.png	(from https://www.epfl.ch/css/epfl.css)
21:08:02	2059/2059	---M--	200	added ('OK')	image/png	etag:%22be-80b%22	https://www.epfl.ch/img/social-networks.png	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/social-networks.png	(from https://www.epfl.ch/css/epfl.css)
21:08:02	678/678	---M--	200	added ('OK')	image/png	etag:%22a5-2a6%22	https://www.epfl.ch/img/homepage-icons.png	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/homepage-icons.png	(from https://www.epfl.ch/css/epfl.css)
21:08:02	344/344	---M--	200	added ('OK')	image/png	etag:%229f-158%22	https://www.epfl.ch/img/dropdown.png	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/dropdown.png	(from https://www.epfl.ch/css/epfl.css)
21:08:03	191/191	---M--	200	added ('OK')	image/gif	etag:%22c5-bf%22	https://www.epfl.ch/img/vertical-nav.gif	C:/Users/j-wu1/Downloads/test4web/www.epfl.ch/img/vertical-nav.gif	(from https://www.epfl.ch/css/epfl.css)
